place,五右衛門,goemon
place,洋麺屋,yomenya
place,先斗入ル,pontoiru
event,清水寺,kiyomizudera
event,金閣寺,kinkakuji
event,二条城,nijojo
event,祗園,gion
event,伏見稲荷大社,fushimiinaritaisha
event,京都駅周辺,kyotoekishuhen
event,ギオンコーナー,""
event,東寺,toji
event,銀閣寺,ginkakuji
event,高野山,koyasan
event,石清水八幡宮,iwashimizuhachimangu
event,西本願寺,nishihonganji
event,東本願寺,higashihonganji
event,平等院,byodoin
event,大谷納骨堂,oyaosamukotsudo
event,愛宕念仏寺,atagonembutsutera
event,化野念仏寺,adashinonembutsuji
event,大覚寺,daikakuji
event,祇園寺,giontera
event,二尊院,nisonin
event,常寂光寺,jojakukoji
event,清涼寺,seiryoji
event,天龍寺,tenryutera
event,法輪寺,horinji
event,松尾大社,matsuotaisha
event,鈴虫寺,suzumushitera
event,梅宮大社,umemiyataisha
event,車折神社,kurumaorijinja
event,西芳寺,saihoji
event,勝持寺,kachimochidera
event,金蔵寺,konzoji
event,善峯寺,zemminetera
event,光明寺,komyoji
event,長岡天満宮,nagaokatemmangu
event,乙訓寺,otokunitera
event,桂離宮,katsurarikyu
event,城南宮,jonammiya
event,御香宮神社,gokomiyajinja
event,藤森神社,fujimorijinja
event,東福寺,tofukuji
event,三十三間堂,sanjusankendo
event,壬生寺,mibudera
event,六波羅蜜寺,rokuharamitsutera
event,建仁寺,kenninji
event,太秦広隆寺,uzumasakoryuji
event,法金剛院,hokongoin
event,妙心寺,myoshinji
event,等持院,tojiin
event,平野神社,hiranojinja
event,北野天満宮,kitanotemmangu
event,晴明神社,hareakirajinja
event,熊野神社,kumanojinja
event,相国寺,shokokuji
event,法鏡寺,hokyoji
event,大徳寺,daitokuji
event,今宮神社,imamiyajinja
event,光悦時,koetsutoki
event,源光庵,minamotohikarian
event,常照寺,joshoji
event,太田神社,otajinja
event,上賀茂神社,kamigamojinja
event,下賀茂神社,shimogamojinja
event,実相院,jissoin
event,鞍馬寺,ambatera
event,貴船神社,kibunejinja
event,延暦寺,enryakuji
event,三宅八幡,miyakehachiman
event,赤山禅院,akayamazenin
event,修学院離宮,shugakuinrikyu
event,曼殊院,manshuin
event,圓光寺,enkotera
event,詩仙堂,shisendo
event,吉田神社,yoshidajinja
event,真如堂,shinnyodo
event,金戒光明寺,kimukomyoji
event,平安神宮,heianjingu
event,永観堂,eikando
event,青蓮院,aohachisuin
event,知恩院,chionin
event,高台寺,kodaiji
event,地主神社,jinushijinja
event,泉涌寺,sennyuji
event,大石神社,oishijinja
event,勧修寺,kanshuji
event,隨心院,in
event,醍醐寺,daigoji
event,毘沙門堂,bishamondo
event,南禅寺,nanzenji
event,萬福寺,banfukuji
event,三室戸寺,sanshitsutotera
event,栂尾高山寺,tsugaokosanji
event,神護寺,kangotera
event,広隆寺,koryuji
event,石山寺,ishiyamadera
event,三井寺,miidera
event,堅田浮御堂,katadamido
event,大原三千院,oharasansenin
event,日吉大社,hiyoshitaisha
event,日野法界寺,hinohokaiji
event,日野誕生院,hinotanjoin
event,万福寺,mampukuji
event,智積院,chishakuin
event,六角堂,rokkakudo
event,えびす神社,ebisujinja
event,印空寺,shirushisoratera
event,専修寺京都別院,senshujikyotobetsuin
event,大仙寺,daisentera
event,了徳寺,ryotokutera
event,福王子神社,fukuojijinja
event,御室八十八カ所霊場,goshitsuhachijuhachikashoreijo
event,暲子内親王墓,naishinnobo
event,源光寺,minamotohikaritera
event,広隆寺,koryuji
event,桂宮院,katsuramiyain
event,太子堂,taishido
event,三吉稲荷,miyoshiinari
event,雲晴寺,kumoharetera
event,蛇塚古墳,hebitsukakofun
event,本瑞寺,hommizutera
event,猿田彦神社,sarutabikojinja
event,水子供養寺,mizukokuyotera
event,念仏時,nembutsuji
event,角坊別院,sumibobetsuin
event,法金剛院,hokongoin
event,退蔵院,taizoin
event,竜泉庵,ryusenan
event,養源院,yogenin
event,玉鳳院,tamaotoriin
event,大心院,daishinin
event,東林院,higashirinin
event,大通院,daitsuin
event,春光院,shunkoin
event,麟祥院,rinshoin
event,大雄院,taiyuin
event,桂春院,katsuraharuin
event,麟華院,in
event,天球院,tenkyuin
event,妙心寺,myoshinji
event,長泉寺,chosenji
event,兼好法師旧跡,kenkohoshikyuseki
event,蓮華寺,rengeji
event,仁和寺,ninnaji
event,等持院,tojiin
event,不思議不動院,fushigifudoin
event,わら天神,waratenjin
event,大将軍八神社,daishogunhachijinja
event,椿寺,tsubakitera
event,東向観音寺,kochimukikannonji
event,たるま寺,tarumatera
event,法輪寺,horinji
event,成願寺,joganji
event,願王寺,ganoji
event,西院春日神社,saiinkasugajinja
event,高山寺,kozanji
event,羅城門跡,rajomonato
event,西寺跡,nishiteraato
event,六孫王神社,rokumagoojinja
event,松尾大社,matsuotaisha
event,島原大門,shimabaradaimon
event,旧前川邸,kyumaekawatei
event,六角獄舎跡,rokkakugokushaato
event,武信稲荷神社,takenobuinarijinja
event,朱雀門跡,suzakumonzeki
event,大極殿跡,taikyokudenato
event,ひょうたん寺,hyotantera
event,光清寺,mitsukiyotera
event,観音時,kannonji
event,出水の毘沙門天,shussuinobishamonten
event,松林寺,shorinji
event,立本寺,tatsuhonji
event,聚楽第跡,jurakudaiato
event,知恵光院,chiekoin
event,浄福寺,jofukuji
event,宥清寺,tera
event,湯たく山 茶くれん寺,yutakuyamachakurentera
event,上善寺,jozenji
event,首途八幡宮,shutohachimangu
event,本隆寺,mototakashitera
event,釘抜地蔵,kuginukijizo
event,千本釈迦堂,sembonshakado
event,雨宝院,ametakarain
