西改札口自由連絡通路コインロッカー,coin_lockers_at_the_free_passage_of_the_west_ticket_gate
自由連絡通路コインロッカー,coin_lockers_at_the_free_passage_of_the_west_ticket_gate
八条口コインロッカー,hachijoguchi_coin_locker
京都劇場下コインロッカー,kyoto_theater_suburban_coin_coin_coin
劇場下コインロッカー,kyoto_theater_suburban_coin_coin_coin
鳥丸口コインロッカー,torimarukuchi_b_coin_locker
鳥丸口Bコインロッカー,torimarukuchi_b_coin_locker
鳥丸Bコインロッカー,torimarukuchi_b_coin_locker
10番線コインロッカー,platform_10_a_coin_lockers
10番線Aコインロッカー,platform_10_a_coin_lockers
鳥丸口コインロッカー,torimarukuchi_coin_locker
鳥丸コインロッカー,torimarukuchi_coin_locker
鳥丸口定期観光バス乗り場コインロッカー,torimaruguchi_regular_sightseeing_bus_terminal_coin_coin_coin
鳥丸定期観光バス乗り場コインロッカー,torimaruguchi_regular_sightseeing_bus_terminal_coin_coin_coin
鳥丸口観光バス乗り場コインロッカー,torimaruguchi_regular_sightseeing_bus_terminal_coin_coin_coin
鳥丸観光バス乗り場コインロッカー,torimaruguchi_regular_sightseeing_bus_terminal_coin_coin_coin
観光バス乗り場コインロッカー,torimaruguchi_regular_sightseeing_bus_terminal_coin_coin_coin
中央改札内コインロッカー,coin_lockers_at_the_central_ticket_gate
中央改札コインロッカー,coin_lockers_at_the_central_ticket_gate
地下一階コインロッカー,coin_locker_on_the_first_basement_f
地下一階Fコインロッカー,coin_locker_on_the_first_basement_f
地下Fコインロッカー,coin_locker_on_the_first_basement_f
地下コインロッカー,coin_locker_on_the_first_basement_f
地下鉄南改札口コインロッカー,coin_lockers_at_the_south_exit_of_the_subway
地下鉄南改札コインロッカー,coin_lockers_at_the_south_exit_of_the_subway
"JR地下改札内8,9番線コインロッカー",coin_lockers_on_platform_8_and_9_inside_the_jr_underground_ticket_gate
JR地下改札内8,coin_lockers_on_platform_8_and_9_inside_the_jr_underground_ticket_gate
9番線コインロッカー,coin_lockers_on_platform_8_and_9_inside_the_jr_underground_ticket_gate
JR地下改札内8番線コインロッカー,coin_lockers_on_platform_8_and_9_inside_the_jr_underground_ticket_gate
JR地下改札内9番線コインロッカー,coin_lockers_on_platform_8_and_9_inside_the_jr_underground_ticket_gate
JR地下東口改札外コインロッカー,coin_operated_lockers_outside_the_ticket_gate_of_the_jr_underground_east_exit
A1出口コインロッカー,coin_lockers_at_the_a1_exit
A1コインロッカー,coin_lockers_at_the_a1_exit
A3出口コインロッカー,a3_exit_coin_coin_coin_coin
A3コインロッカー,a3_exit_coin_coin_coin_coin
B7出口コインロッカー,b7_exit_coin_coin_coin
B7コインロッカー,b7_exit_coin_coin_coin
C1出口コインロッカー,coin_locker_at_c1_exit
C1コインロッカー,coin_locker_at_c1_exit
C3出口コインロッカー,coin_locker_at_c3_exit
C3コインロッカー,coin_locker_at_c3_exit
C9出口コインロッカー,coin_locker_at_c9_exit
C9コインロッカー,coin_locker_at_c9_exit
B8出口コインロッカー,b8_outlet_coin_lockers
B8コインロッカー,b8_outlet_coin_lockers
B12階段横コインロッカー,b_12_stair_side_coin_locker
1番出口コインロッカー,coin_locker_at_the_exit_1
2番出口コインロッカー,coin_locker_at_the_second_exit
北改札コインロッカー,coin_lockers_at_the_north_ticket_gate
多機能トイレ,multifunctional_toilet
トイレ,multifunctional_toilet
京都駅烏丸口,karasuma_exit_of_kyoto_station_bus
烏丸口,karasuma_exit_of_kyoto_station_bus
京都駅八条口バス乗り場,kyoto_station_hachijoguchi_bus_stop
八条口バス乗り場,kyoto_station_hachijoguchi_bus_stop
京都駅烏丸口 JRバスのりば,karasuma_exit_of_kyoto_station_jr_bus_stop
京都駅烏丸口JRバスのりば,karasuma_exit_of_kyoto_station_jr_bus_stop
烏丸口JRバスのりば,karasuma_exit_of_kyoto_station_jr_bus_stop
